date,time,solar generation
2013-01-10,7,0
2013-01-10,8,0.119683
2013-01-10,9,0.434497
2013-01-10,10,0.710021
2013-01-10,11,0.905273
2013-01-10,12,1.013506
2013-01-10,13,0.983856
2013-01-10,14,0.8728520000000001
2013-01-10,15,0.606247
2013-01-10,16,0.165362
2013-01-10,17,0.006267
2013-01-10,18,0
2013-01-10,19,0
2013-01-10,20,0
2013-01-10,21,0
2013-01-10,22,0
2013-01-10,23,0
2013-01-11,0,0
2013-01-11,1,0
2013-01-11,2,0
2013-01-11,3,0
2013-01-11,4,0
2013-01-11,5,0
2013-01-11,6,0
2013-01-11,7,0
2013-01-11,8,0.020851
2013-01-11,9,0.182477
2013-01-11,10,0.574549
2013-01-11,11,0.743286
2013-01-11,12,0.772694
2013-01-11,13,0.618541
2013-01-11,14,0.573103
2013-01-11,15,0.335304
2013-01-11,16,0.076052
2013-01-11,17,0.000482
2013-01-11,18,0
2013-01-11,19,0
2013-01-11,20,0
2013-01-11,21,0
2013-01-11,22,0
2013-01-11,23,0
2013-01-12,0,0
2013-01-12,1,0
2013-01-12,2,0
2013-01-12,3,0
2013-01-12,4,0
2013-01-12,5,0
2013-01-12,6,0
2013-01-12,7,0
2013-01-12,8,0.013137
2013-01-12,9,0.113054
2013-01-12,10,0.214416
2013-01-12,11,0.488855
2013-01-12,12,0.5117550000000001
2013-01-12,13,0.467522
2013-01-12,14,0.422204
2013-01-12,15,0.321082
2013-01-12,16,0.123178
2013-01-12,17,0.004700999999999999
2013-01-12,18,0
2013-01-12,19,0
2013-01-12,20,0
2013-01-12,21,0
2013-01-12,22,0
2013-01-12,23,0
2013-01-13,0,0
2013-01-13,1,0
2013-01-13,2,0
2013-01-13,3,0
2013-01-13,4,0
2013-01-13,5,0
2013-01-13,6,0
2013-01-13,7,0
2013-01-13,8,0.022418
2013-01-13,9,0.138364
2013-01-13,10,0.286612
2013-01-13,11,0.370618
2013-01-13,12,0.469209
2013-01-13,13,0.401473
2013-01-13,14,0.355553
2013-01-13,15,0.206823
2013-01-13,16,0.08304299999999999
2013-01-13,17,0.002772
2013-01-13,18,0
2013-01-13,19,0
2013-01-13,20,0
2013-01-13,21,0
2013-01-13,22,0
2013-01-13,23,0
2013-01-14,0,0
2013-01-14,1,0
2013-01-14,2,0
2013-01-14,3,0
2013-01-14,4,0
2013-01-14,5,0
2013-01-14,6,0
2013-01-14,7,0
2013-01-14,8,0.036881
2013-01-14,9,0.175727
2013-01-14,10,0.083284
2013-01-14,11,0.252744
2013-01-14,12,0.409789
2013-01-14,13,0.714842
2013-01-14,14,0.727015
2013-01-14,15,0.516576
2013-01-14,16,0.146198
2013-01-14,17,0.007111
2013-01-14,18,0
2013-01-14,19,0
2013-01-14,20,0
2013-01-14,21,0
2013-01-14,22,0
2013-01-14,23,0
2013-01-15,0,0
2013-01-15,1,0
2013-01-15,2,0
2013-01-15,3,0
2013-01-15,4,0
2013-01-15,5,0
2013-01-15,6,0
2013-01-15,7,0
2013-01-15,8,0.062553
2013-01-15,9,0.257926
2013-01-15,10,0.3893
2013-01-15,11,0.638187
2013-01-15,12,0.59311
2013-01-15,13,0.381707
2013-01-15,14,0.341813
2013-01-15,15,0.189467
2013-01-15,16,0.06448200000000001
2013-01-15,17,0.0008439999999999999
2013-01-15,18,0
2013-01-15,19,0
2013-01-15,20,0
2013-01-15,21,0
2013-01-15,22,0
2013-01-15,23,0
2013-01-16,0,0
2013-01-16,1,0
2013-01-16,2,0
2013-01-16,3,0
2013-01-16,4,0
2013-01-16,5,0
2013-01-16,6,0
2013-01-16,7,0
2013-01-16,8,0.000603
2013-01-16,9,0.014463
2013-01-16,10,0.03157799999999999
2013-01-16,11,0.357602
2013-01-16,12,0.554059
2013-01-16,13,0.559483
2013-01-16,14,0.550805
2013-01-16,15,0.314333
2013-01-16,16,0.123539
2013-01-16,17,0.005785
2013-01-16,18,0
2013-01-16,19,0
2013-01-16,20,0
2013-01-16,21,0
2013-01-16,22,0
2013-01-16,23,0
2013-01-17,0,0
2013-01-17,1,0
2013-01-17,2,0
2013-01-17,3,0
2013-01-17,4,0
2013-01-17,5,0
2013-01-17,6,0
2013-01-17,7,0
2013-01-17,8,0.04122
2013-01-17,9,0.222251
2013-01-17,10,0.457759
2013-01-17,11,0.651204
2013-01-17,12,0.741116
2013-01-17,13,0.756785
2013-01-17,14,0.670247
2013-01-17,15,0.482949
2013-01-17,16,0.168014
2013-01-17,17,0.009642
2013-01-17,18,0
2013-01-17,19,0
2013-01-17,20,0
2013-01-17,21,0
2013-01-17,22,0
2013-01-17,23,0
2013-01-18,0,0
2013-01-18,1,0
2013-01-18,2,0
2013-01-18,3,0
2013-01-18,4,0
2013-01-18,5,0
2013-01-18,6,0
2013-01-18,7,0
2013-01-18,8,0.109076
2013-01-18,9,0.427868
2013-01-18,10,0.693749
2013-01-18,11,0.8736950000000001
2013-01-18,12,0.9275709999999999
2013-01-18,13,0.9037059999999999
2013-01-18,14,0.88394
2013-01-18,15,0.663136
2013-01-18,16,0.224782
2013-01-18,17,0.011812
2013-01-18,18,0
2013-01-18,19,0
2013-01-18,20,0
2013-01-18,21,0
2013-01-18,22,0
2013-01-18,23,0
2013-01-19,0,0
2013-01-19,1,0
2013-01-19,2,0
2013-01-19,3,0
2013-01-19,4,0
2013-01-19,5,0
2013-01-19,6,0
2013-01-19,7,0
2013-01-19,8,0.025311
2013-01-19,9,0.208269
2013-01-19,10,0.442211
2013-01-19,11,0.663618
2013-01-19,12,0.6848310000000001
2013-01-19,13,0.447996
2013-01-19,14,0.472704
2013-01-19,15,0.380381
2013-01-19,16,0.136074
2013-01-19,17,0.008678
2013-01-19,18,0
2013-01-19,19,0
2013-01-19,20,0
2013-01-19,21,0
2013-01-19,22,0
2013-01-19,23,0
2013-01-20,0,0
2013-01-20,1,0
2013-01-20,2,0
2013-01-20,3,0
2013-01-20,4,0
2013-01-20,5,0
2013-01-20,6,0
2013-01-20,7,0
2013-01-20,8,0.038689
2013-01-20,9,0.175727
2013-01-20,10,0.246597
2013-01-20,11,0.400629
2013-01-20,12,0.389903
2013-01-20,13,0.473307
2013-01-20,14,0.259734
2013-01-20,15,0.146681
2013-01-20,16,0.069785
2013-01-20,17,0.001085
2013-01-20,18,0
2013-01-20,19,0
2013-01-20,20,0
2013-01-20,21,0
2013-01-20,22,0
2013-01-20,23,0
2013-01-21,0,0
2013-01-21,1,0
2013-01-21,2,0
2013-01-21,3,0
2013-01-21,4,0
2013-01-21,5,0
2013-01-21,6,0
2013-01-21,7,0
2013-01-21,8,0
2013-01-21,9,0.014825
2013-01-21,10,0.029288
2013-01-21,11,0.062071
2013-01-21,12,0.068338
2013-01-21,13,0.055201
2013-01-21,14,0.029408
2013-01-21,15,0.021454
2013-01-21,16,0.003857
2013-01-21,17,0
2013-01-21,18,0
2013-01-21,19,0
2013-01-21,20,0
2013-01-21,21,0
2013-01-21,22,0
2013-01-21,23,0
2013-01-22,0,0
2013-01-22,1,0
2013-01-22,2,0
2013-01-22,3,0
2013-01-22,4,0
2013-01-22,5,0
2013-01-22,6,0
2013-01-22,7,0
2013-01-22,8,0.010245
2013-01-22,9,0.113054
2013-01-22,10,0.241896
2013-01-22,11,0.363266
2013-01-22,12,0.371583
2013-01-22,13,0.302642
2013-01-22,14,0.146078
2013-01-22,15,0.184285
2013-01-22,16,0.068338
2013-01-22,17,0
2013-01-22,18,0
2013-01-22,19,0
2013-01-22,20,0
2013-01-22,21,0
2013-01-22,22,0
2013-01-22,23,0
2013-01-23,0,0
2013-01-23,1,0
2013-01-23,2,0
2013-01-23,3,0
2013-01-23,4,0
2013-01-23,5,0
2013-01-23,6,0
2013-01-23,7,0
2013-01-23,8,0
2013-01-23,9,0.003375
2013-01-23,10,0.02519
2013-01-23,11,0.026275
2013-01-23,12,0.01603
2013-01-23,13,0.024828
2013-01-23,14,0.073521
2013-01-23,15,0.078945
2013-01-23,16,0.06002200000000001
2013-01-23,17,0.012294
2013-01-23,18,0
2013-01-23,19,0
2013-01-23,20,0
2013-01-23,21,0
2013-01-23,22,0
2013-01-23,23,0
2013-01-24,0,0
2013-01-24,1,0
2013-01-24,2,0
2013-01-24,3,0
2013-01-24,4,0
2013-01-24,5,0
2013-01-24,6,0
2013-01-24,7,0
2013-01-24,8,0
2013-01-24,9,0.063638
2013-01-24,10,0.134266
2013-01-24,11,0.134869
2013-01-24,12,0.233701
2013-01-24,13,0.247923
2013-01-24,14,0.607694
2013-01-24,15,0.648311
2013-01-24,16,0.230446
2013-01-24,17,0.021454
2013-01-24,18,0
2013-01-24,19,0
2013-01-24,20,0
2013-01-24,21,0
2013-01-24,22,0
2013-01-24,23,0
2013-01-25,0,0
2013-01-25,1,0
2013-01-25,2,0
2013-01-25,3,0
2013-01-25,4,0
2013-01-25,5,0
2013-01-25,6,0
2013-01-25,7,0
2013-01-25,8,0.118959
2013-01-25,9,0.4667979999999999
2013-01-25,10,0.780408
2013-01-25,11,0.98241
2013-01-25,12,1.104262
2013-01-25,13,1.119207
2013-01-25,14,1.044722
2013-01-25,15,0.841515
2013-01-25,16,0.346031
2013-01-25,17,0.0229
2013-01-25,18,0
2013-01-25,19,0
2013-01-25,20,0
2013-01-25,21,0
2013-01-25,22,0
2013-01-25,23,0
2013-01-26,0,0
2013-01-26,1,0
2013-01-26,2,0
2013-01-26,3,0
2013-01-26,4,0
2013-01-26,5,0
2013-01-26,6,0
2013-01-26,7,0.000362
2013-01-26,8,0.132338
2013-01-26,9,0.4410060000000001
2013-01-26,10,0.764498
2013-01-26,11,0.9874719999999999
2013-01-26,12,1.066537
2013-01-26,13,1.077144
2013-01-26,14,0.991449
2013-01-26,15,0.7892060000000001
2013-01-26,16,0.323131
2013-01-26,17,0.025431
2013-01-26,18,0
2013-01-26,19,0
2013-01-26,20,0
2013-01-26,21,0
2013-01-26,22,0
2013-01-26,23,0
2013-01-27,0,0
2013-01-27,1,0
2013-01-27,2,0
2013-01-27,3,0
2013-01-27,4,0
2013-01-27,5,0
2013-01-27,6,0
2013-01-27,7,0.000482
2013-01-27,8,0.122334
2013-01-27,9,0.364472
2013-01-27,10,0.697004
2013-01-27,11,0.8846629999999999
2013-01-27,12,1.002417
2013-01-27,13,1.017483
2013-01-27,14,0.9644520000000001
2013-01-27,15,0.776792
2013-01-27,16,0.337474
2013-01-27,17,0.028083
2013-01-27,18,0
2013-01-27,19,0
2013-01-27,20,0
2013-01-27,21,0
2013-01-27,22,0
2013-01-27,23,0
2013-01-28,0,0
2013-01-28,1,0
2013-01-28,2,0
2013-01-28,3,0
2013-01-28,4,0
2013-01-28,5,0
2013-01-28,6,0
2013-01-28,7,0.000362
2013-01-28,8,0.112572
2013-01-28,9,0.383635
2013-01-28,10,0.639513
2013-01-28,11,0.5011479999999999
2013-01-28,12,0.334702
2013-01-28,13,0.384599
2013-01-28,14,0.225746
2013-01-28,15,0.056647
2013-01-28,16,0.016151
2013-01-28,17,0
2013-01-28,18,0
2013-01-28,19,0
2013-01-28,20,0
2013-01-28,21,0
2013-01-28,22,0
2013-01-28,23,0
2013-01-29,0,0
2013-01-29,1,0
2013-01-29,2,0
2013-01-29,3,0
2013-01-29,4,0
2013-01-29,5,0
2013-01-29,6,0
2013-01-29,7,0
2013-01-29,8,0.006749
2013-01-29,9,0.055322
2013-01-29,10,0.062553
2013-01-29,11,0.05881699999999999
2013-01-29,12,0.061709
2013-01-29,13,0.07761900000000001
2013-01-29,14,0.110041
2013-01-29,15,0.063638
2013-01-29,16,0.002772
2013-01-29,17,0
2013-01-29,18,0
2013-01-29,19,0
2013-01-29,20,0
2013-01-29,21,0
2013-01-29,22,0
2013-01-29,23,0
2013-01-30,0,0
2013-01-30,1,0
2013-01-30,2,0
2013-01-30,3,0
2013-01-30,4,0
2013-01-30,5,0
2013-01-30,6,0
2013-01-30,7,0
2013-01-30,8,0.020489
2013-01-30,9,0.053755
2013-01-30,10,0.110041
2013-01-30,11,0.148247
2013-01-30,12,0.4229270000000001
2013-01-30,13,0.301436
2013-01-30,14,0.119442
2013-01-30,15,0.180066
2013-01-30,16,0.08099400000000001
2013-01-30,17,0.002772
2013-01-30,18,0
2013-01-30,19,0
2013-01-30,20,0
2013-01-30,21,0
2013-01-30,22,0
2013-01-30,23,0
2013-01-31,0,0
2013-01-31,1,0
2013-01-31,2,0
2013-01-31,3,0
2013-01-31,4,0
2013-01-31,5,0
2013-01-31,6,0
2013-01-31,7,0.000121
2013-01-31,8,0.060263
2013-01-31,9,0.245271
2013-01-31,10,0.447514
2013-01-31,11,0.560086
2013-01-31,12,0.658556
2013-01-31,13,0.574067
2013-01-31,14,0.437993
2013-01-31,15,0.219117
2013-01-31,16,0.095095
2013-01-31,17,0.005183
2013-01-31,18,0
2013-01-31,19,0
2013-01-31,20,0
2013-01-31,21,0
2013-01-31,22,0
2013-01-31,23,0
2013-02-01,0,0
2013-02-01,1,0
2013-02-01,2,0
2013-02-01,3,0
2013-02-01,4,0
2013-02-01,5,0
2013-02-01,6,0
2013-02-01,7,0
2013-02-01,8,0
2013-02-01,9,0.000121
2013-02-01,10,0.0008439999999999999
2013-02-01,11,0.006026
2013-02-01,12,0.014945
2013-02-01,13,0.029288
2013-02-01,14,0.037484
2013-02-01,15,0.04977699999999999
2013-02-01,16,0.000723
2013-02-01,17,0
2013-02-01,18,0
2013-02-01,19,0
2013-02-01,20,0
2013-02-01,21,0
2013-02-01,22,0
2013-02-01,23,0
2013-02-02,0,0
2013-02-02,1,0
2013-02-02,2,0
2013-02-02,3,0
2013-02-02,4,0
2013-02-02,5,0
2013-02-02,6,0
2013-02-02,7,0.004459
2013-02-02,8,0.095818
2013-02-02,9,0.425699
2013-02-02,10,0.7552180000000001
2013-02-02,11,0.975902
2013-02-02,12,1.085098
2013-02-02,13,1.082929
2013-02-02,14,1.026884
2013-02-02,15,0.8909309999999999
2013-02-02,16,0.46716
2013-02-02,17,0.054839
2013-02-02,18,0
2013-02-02,19,0
2013-02-02,20,0
2013-02-02,21,0
2013-02-02,22,0
2013-02-02,23,0
2013-02-03,0,0
2013-02-03,1,0
2013-02-03,2,0
2013-02-03,3,0
2013-02-03,4,0
2013-02-03,5,0
2013-02-03,6,0
2013-02-03,7,0.000603
2013-02-03,8,0.044956
2013-02-03,9,0.092564
2013-02-03,10,0.133302
2013-02-03,11,0.326506
2013-02-03,12,0.175245
2013-02-03,13,0.0687
2013-02-03,14,0.019525
2013-02-03,15,0.008556999999999999
2013-02-03,16,0.000362
2013-02-03,17,0
2013-02-03,18,0
2013-02-03,19,0
2013-02-03,20,0
2013-02-03,21,0
2013-02-03,22,0
2013-02-03,23,0
2013-02-04,0,0
2013-02-04,1,0
2013-02-04,2,0
2013-02-04,3,0
2013-02-04,4,0
2013-02-04,5,0
2013-02-04,6,0
2013-02-04,7,0
2013-02-04,8,0
2013-02-04,9,0.000241
2013-02-04,10,0.074485
2013-02-04,11,0.344103
2013-02-04,12,0.726292
2013-02-04,13,0.977951
2013-02-04,14,0.985664
2013-02-04,15,0.825967
2013-02-04,16,0.419914
2013-02-04,17,0.058576
2013-02-04,18,0
2013-02-04,19,0
2013-02-04,20,0
2013-02-04,21,0
2013-02-04,22,0
2013-02-04,23,0
2013-02-05,0,0
2013-02-05,1,0
2013-02-05,2,0
2013-02-05,3,0
2013-02-05,4,0
2013-02-05,5,0
2013-02-05,6,0
2013-02-05,7,0
2013-02-05,8,0.016512
2013-02-05,9,0.067374
2013-02-05,10,0.116308
2013-02-05,11,0.13969
2013-02-05,12,0.221045
2013-02-05,13,0.312766
2013-02-05,14,0.131856
2013-02-05,15,0.109558
2013-02-05,16,0.049898
2013-02-05,17,0.000603
2013-02-05,18,0
2013-02-05,19,0
2013-02-05,20,0
2013-02-05,21,0
2013-02-05,22,0
2013-02-05,23,0
2013-02-06,0,0
2013-02-06,1,0
2013-02-06,2,0
2013-02-06,3,0
2013-02-06,4,0
2013-02-06,5,0
2013-02-06,6,0
2013-02-06,7,0
2013-02-06,8,0.000121
2013-02-06,9,0.015668
2013-02-06,10,0.040979
2013-02-06,11,0.085574
2013-02-06,12,0.175848
2013-02-06,13,0.186213
2013-02-06,14,0.430158
2013-02-06,15,0.697968
2013-02-06,16,0.210559
2013-02-06,17,0.042184
2013-02-06,18,0
2013-02-06,19,0
2013-02-06,20,0
2013-02-06,21,0
2013-02-06,22,0
2013-02-06,23,0
2013-02-07,0,0
2013-02-07,1,0
2013-02-07,2,0
2013-02-07,3,0
2013-02-07,4,0
2013-02-07,5,0
2013-02-07,6,0
2013-02-07,7,0.007111
2013-02-07,8,0.208872
2013-02-07,9,0.564666
2013-02-07,10,0.800054
2013-02-07,11,1.051833
2013-02-07,12,1.177181
2013-02-07,13,1.193331
2013-02-07,14,1.123787
2013-02-07,15,0.947578
2013-02-07,16,0.513201
2013-02-07,17,0.066289
2013-02-07,18,0
2013-02-07,19,0
2013-02-07,20,0
2013-02-07,21,0
2013-02-07,22,0
2013-02-07,23,0
2013-02-08,0,0
2013-02-08,1,0
2013-02-08,2,0
2013-02-08,3,0
2013-02-08,4,0
2013-02-08,5,0
2013-02-08,6,0
2013-02-08,7,0.001808
2013-02-08,8,0.163916
2013-02-08,9,0.520312
2013-02-08,10,0.816204
2013-02-08,11,0.9996450000000001
2013-02-08,12,1.095946
2013-02-08,13,1.086786
2013-02-08,14,0.963728
2013-02-08,15,0.749433
2013-02-08,16,0.462942
2013-02-08,17,0.051224
2013-02-08,18,0
2013-02-08,19,0
2013-02-08,20,0
2013-02-08,21,0
2013-02-08,22,0
2013-02-08,23,0
2013-02-09,0,0
2013-02-09,1,0
2013-02-09,2,0
2013-02-09,3,0
2013-02-09,4,0
2013-02-09,5,0
2013-02-09,6,0
2013-02-09,7,0.003013
2013-02-09,8,0.126673
2013-02-09,9,0.451371
2013-02-09,10,0.736175
2013-02-09,11,0.8820120000000001
2013-02-09,12,1.00073
2013-02-09,13,1.07172
2013-02-09,14,0.9632459999999999
2013-02-09,15,0.7730560000000001
2013-02-09,16,0.396411
2013-02-09,17,0.060384
2013-02-09,18,0
2013-02-09,19,0
2013-02-09,20,0
2013-02-09,21,0
2013-02-09,22,0
2013-02-09,23,0
2013-02-10,0,0
2013-02-10,1,0
2013-02-10,2,0
2013-02-10,3,0
2013-02-10,4,0
2013-02-10,5,0
2013-02-10,6,0
2013-02-10,7,0
2013-02-10,8,0.016753
2013-02-10,9,0.119562
2013-02-10,10,0.550805
2013-02-10,11,0.860558
2013-02-10,12,0.988316
2013-02-10,13,1.009769
2013-02-10,14,0.8503129999999999
2013-02-10,15,0.670608
2013-02-10,16,0.400268
2013-02-10,17,0.06339700000000001
2013-02-10,18,0
2013-02-10,19,0
2013-02-10,20,0
2013-02-10,21,0
2013-02-10,22,0
2013-02-10,23,0
2013-02-11,0,0
2013-02-11,1,0
2013-02-11,2,0
2013-02-11,3,0
2013-02-11,4,0
2013-02-11,5,0
2013-02-11,6,0
2013-02-11,7,0.005785
2013-02-11,8,0.179584
2013-02-11,9,0.518143
2013-02-11,10,0.8190970000000001
2013-02-11,11,1.0076
2013-02-11,12,1.114627
2013-02-11,13,1.134273
2013-02-11,14,1.040624
2013-02-11,15,0.8931
2013-02-11,16,0.490904
2013-02-11,17,0.09075599999999999
2013-02-11,18,0
2013-02-11,19,0
2013-02-11,20,0
2013-02-11,21,0
2013-02-11,22,0
2013-02-11,23,0
2013-02-12,0,0
2013-02-12,1,0
2013-02-12,2,0
2013-02-12,3,0
2013-02-12,4,0
2013-02-12,5,0
2013-02-12,6,0
2013-02-12,7,0.000482
2013-02-12,8,0.07520800000000001
2013-02-12,9,0.245271
2013-02-12,10,0.320118
2013-02-12,11,0.264796
2013-02-12,12,0.29999
2013-02-12,13,0.308306
2013-02-12,14,0.343741
2013-02-12,15,0.265158
2013-02-12,16,0.202123
2013-02-12,17,0.044715
2013-02-12,18,0
2013-02-12,19,0
2013-02-12,20,0
2013-02-12,21,0
2013-02-12,22,0
2013-02-12,23,0
2013-02-13,0,0
2013-02-13,1,0
2013-02-13,2,0
2013-02-13,3,0
2013-02-13,4,0
2013-02-13,5,0
2013-02-13,6,0
2013-02-13,7,0.005303
2013-02-13,8,0.152104
2013-02-13,9,0.447153
2013-02-13,10,0.716649
2013-02-13,11,0.893703
2013-02-13,12,0.996873
2013-02-13,13,1.020617
2013-02-13,14,0.951676
2013-02-13,15,0.788122
2013-02-13,16,0.376765
2013-02-13,17,0.094252
2013-02-13,18,0
2013-02-13,19,0
2013-02-13,20,0
2013-02-13,21,0
2013-02-13,22,0
2013-02-13,23,0
2013-02-14,0,0
2013-02-14,1,0
2013-02-14,2,0
2013-02-14,3,0
2013-02-14,4,0
2013-02-14,5,0
2013-02-14,6,0
2013-02-14,7,0.003254
2013-02-14,8,0.111969
2013-02-14,9,0.387251
2013-02-14,10,0.604801
2013-02-14,11,0.783301
2013-02-14,12,0.873093
2013-02-14,13,0.9072020000000001
2013-02-14,14,0.659882
2013-02-14,15,0.40762
2013-02-14,16,0.239124
2013-02-14,17,0.044113
2013-02-14,18,0
2013-02-14,19,0
2013-02-14,20,0
2013-02-14,21,0
2013-02-14,22,0
2013-02-14,23,0
2013-02-15,0,0
2013-02-15,1,0
2013-02-15,2,0
2013-02-15,3,0
2013-02-15,4,0
2013-02-15,5,0
2013-02-15,6,0
2013-02-15,7,0.005062
2013-02-15,8,0.161023
2013-02-15,9,0.493555
2013-02-15,10,0.801621
2013-02-15,11,1.020617
2013-02-15,12,1.14729
2013-02-15,13,1.181158
2013-02-15,14,1.11981
2013-02-15,15,0.9545680000000001
2013-02-15,16,0.608055
2013-02-15,17,0.120647
2013-02-15,18,0
2013-02-15,19,0
2013-02-15,20,0
2013-02-15,21,0
2013-02-15,22,0
2013-02-15,23,0
2013-02-16,0,0
2013-02-16,1,0
2013-02-16,2,0
2013-02-16,3,0
2013-02-16,4,0
2013-02-16,5,0
2013-02-16,6,0
2013-02-16,7,0.008437
2013-02-16,8,0.18549
2013-02-16,9,0.490904
2013-02-16,10,0.773658
2013-02-16,11,0.9820479999999999
2013-02-16,12,1.074131
2013-02-16,13,1.088473
2013-02-16,14,1.004707
2013-02-16,15,0.816325
2013-02-16,16,0.462701
